name,MMSI,IMO,country
ALPHA GAS,631010064,8817693,Equatorial Guinea
FELLOWSHIP,565744000,9437971,Singapore
STRAITS ABUNDANCE,565358000,9424766,Singapore
GOLD STAR 15,574001690,9624196,Vietnam
SYN MIZAR,0,8705711,Malta
TARSUS,215472000,9883259,Malta
SELENA ATK,271049458,9902665,Turkey
HERCULES 400,255707000,9644952,Madeira
CATALYSE,563079600,9644940,Singapore
SRI KHIRI CHAD,567067800,9794795,Thailand
GAS SHADOW,630001008,9129392,Guinea-Bissau
LPG FSM,636017209,9129380,Liberia
SPRING,565124000,9368027,Singapore
LADY FAVIA,574004140,9237890,Vietnam
KAGUYA,431015687,9862293,Japan
ATLANTIS AUGUSTA,248167000,9390862,Malta
JABBAR ENERGY,525114048,9227118,Indonesia
PUFFIN THREE,564334000,9548811,Singapore
STAR QUEST,563603000,9529358,Singapore
CARMELIA,209048000,9452256,Cyprus
FU LONG 31 HAO,0,8559394,China
RUN XIANG,370421000,9523794,Panama
LONG DA SHENG 588,0,8538106,China
EAGLE ASIA 01,564174000,9519509,Singapore
SHAN XIN,0,8676518,China
FENG YI 3,413313180,9937921,China
GAS ELIXIR,636015104,9507738,Liberia
ZHAO YUAN,413231710,9907691,China
EAGLE ASIA 02,566172000,9611773,Singapore
HUA SHENG YOU 126,0,8530427,China
AKEBONO MARU,431003094,9554729,Japan
GUANG HUI 619,413473430,9661388,China
BAHIA LEVANTE,224932000,9941166,Spain
SEA DIAMOND,0,8765589,Singapore
KINKAI MARU,431019136,9942823,Japan
SHENG HUA 637,0,9970820,China
HENG YE,0,8559629,China
MV MORNING GENTLY,374850000,9882889,Panama
DING HENG 21,413346120,9935521,China
GUANG HUI 628,413451450,9661405,China
SHENG YOU 230,0,8694211,China
OLYMPIA ROAD,355294000,9867281,Panama
QI CHEN CHANG SHUN,0,9935894,China
GUANG HUI 638,413451460,9661431,China
PHA RUNG BS 04,0,9841108,Korea
AN XIN,0,9089487,Sierra Leone
DING HENG 27,538009668,9641508,Marshall Islands
BLANCHE,374409000,9846328,Panama
MT PANCARAN 120,525101689,9925576,Indonesia
FU LONG 33 HAO,0,8537877,China
JI SHUN 88,0,8535946,China
GUANG HUI 636,413450390,9661429,China
GUANG HUI 618,413474690,9661376,China
AL KAWTHAR,0,8203804,Saudi Arabia
MORNING EMMA,352939000,9837808,Panama
HONG KAI,413266920,9649770,China
SHENG YOU 232,0,8694182,China
JIAN QIAO 506,0,9885532,China
SYN MIRA,0,8705723,Malta
XIN HAI,0,9129213,Unknown
JACQUES,357102000,9907794,Panama
SHAN NENG,0,8676532,China
SAEHAN ASTRO,352001627,9952012,Panama
SHENG FEI 601,0,8553716,China
GAS LAURA,525121005,9238959,Indonesia
YUAN SHENG 613,0,9899026,China
ZHE ZHOU YOU 598,0,9978523,China
JUICE EXPRESS,636017922,9812456,Liberia
GUANG HUI 626,413473420,9661390,China
DINGHENG20,413319660,9934412,China
AMALIA,0,9328584,Netherlands
SANDOKAN,0,9411628,Italy
ROYAL COOP,0,8609840,Panama
DA AN 68,0,9978418,China
MORNING FLORA,352605000,9859698,Panama
UNITED TRADER,0,9659517,Nigeria
SHENG FEI 701,0,8537970,China
SC DISCOVERY XLVI,525009332,9140633,Indonesia
PESARO 93,0,9279862,Unknown
VOLGOTRANS 2502,0,9812171,Russia
YONGSHENGYOU26,413380340,8591861,China
LIANG YOU 199,0,8532217,China
MORNING IDEA,352001272,9926283,Panama
MT OCEANUS 9,574001880,9142136,Vietnam
HENG FA 3,0,8538132,China
MARINE XENA,565880000,9438195,Singapore
MORNING JANE,352001838,9952036,Panama
TAIZHOU WUZHOU WZL2202,0,9952622,China
KAKUHISA MARU,431019168,9939656,Japan
WUHU W1935,0,9935545,China
SHAN YI,0,8676544,China
HUA CHEN 668,0,9885647,China
INGAZ,0,9007099,Togolese Rep
MORNING DIANA,356990000,9837793,Panama
PNX CONQUEROR,371603000,9523809,Panama
ECO TEXIANA,538008844,9875719,Marshall Islands
ECOBUNKER TOKYO BAY,431015914,9894416,Japan
SAMKANG SCT0003,0,9814088,Korea
XIN RUN 21,0,9969338,China
XIANG DA YOU 16,0,9885489,China
VOLGOTRANS 2501,0,9808417,Russia
GUANG HUI 629,413450380,9661417,China
MEI YI 126,0,8525848,China
SEDAT BASAK,256180000,9940100,Malta
GUANGHUI616,413474710,9661364,China
GAS FREEWAY,441409000,9926582,Korea
J.SHORE,667002130,8550740,Sierra Leone
FUJIAN SOUTHEAST,0,9819296,Malaysia
DING HENG 22,0,9935533,China
RATU RAISYA,525301910,9960605,Indonesia
FUJIAN SOUTHEAST,0,9819284,Malaysia
ZHOUTONG58,413443660,8560056,China
GAS EXPLORER,352001081,9925461,Panama
MANDUME,538003997,9426506,Marshall Islands
SHAN REN,0,8676506,China
GAS DEFIANCE,538003218,9359557,Marshall Islands
MING FENG 7,0,9923906,China
HUA NAN 5,413313910,9920978,China
SAMKANG SCT0002,0,9814076,Korea
RUN QING,0,9970129,Panama
MORNING HOPE,356935000,9891127,Panama
SU RUI 189,412212220,9743863,China
YONG CHENG 166,0,9857547,China
PTS HAI PHONG 03,574003930,9330135,Vietnam
SU RUI 169,413313000,9142966,China
MT.CATUR SAMUDRA,525017008,9019547,Indonesia
JORGE AMADO,710003613,9596870,Brazil
KAKUYOU MARU,431019191,9940021,Japan
GENGIS KHAN,0,9388089,Italy
TEKNOGAS,0,8914300,Malaysia
SHAN ZHI,0,8676520,China
SIR JOHN FISHER,232044985,9944297,United Kingdom (UK)
ZHONG RAN ZHI XING,413376420,9238129,China
GOLDEN GLORY,371102000,9851373,Panama
HUA JUN YOU 116,0,9889978,China
ADEL,0,8118164,Tanzania
JMU ARIAKE,0,9881689,Japan
CORALIUS,266436000,9769128,Sweden
CORAL STAR,244790522,9685499,Netherlands
CORAL STICHO,244790523,9685504,Netherlands
LENA,564817000,9538854,Singapore
WINSTON 01,525201830,9570319,Indonesia
ANARGYA I,525101819,9576648,Indonesia
GASCHEM ILIAD,636093033,9919838,Liberia
GASCHEM HOMER,636093032,9915258,Liberia
ECO DREAM,538006369,9658355,Marshall Islands
ECO GREEN,538006370,9658367,Marshall Islands
JIN DA,0,9076997,Unknown
CS HANA,352001359,9940306,Panama
KUZGUNCUK,271000882,9235842,Turkey
KEMPTON,354104000,9229142,Panama
MT CORDELIA.W,525119206,9554901,Indonesia
AEROSEA CATALINA,525121022,9554913,Indonesia
HANYU VICTORIA,440370000,9317212,Korea
TRANSKO TAURUS,525104016,9556739,Indonesia
SEA HARMONY,565690000,9394349,Singapore
LG ASPHALT 2,533130658,9826885,Malaysia
ALTHEA,538003546,9396309,Marshall Islands
JS LEKVAR,566725000,9578036,Singapore
JS CAESAR,566517000,9577991,Singapore
JS COUGAR,566785000,9578048,Singapore
JS JAGUAR,566679000,9578024,Singapore
JS ALULAR,566660000,9578012,Singapore
JS CHUKAR,249362000,9578000,Malta
VEMAHONESTY,248434000,9448891,Malta
VANDA ADVENTURE,564344000,9438298,Singapore
VALME B,0,9438224,Panama
VANDA SUCCESS,566241000,9438303,Singapore
LORENA B,370593000,9438212,Panama
NEO TRADER,352656000,9438286,Panama
AMALTHIA,538003219,9396294,Marshall Islands
SEAVEN VOYAGER,241575000,9405796,Greece
SAMPATIKI,636015901,9405772,Liberia
YUFENG 6,0,9588718,Hong Kong
IVER ACCORD,236630000,9507972,Gibraltar
PUFFIN TWO,636021985,9438274,Liberia
XIANG DA YOU 69,0,8525719,China
GREAT MAO,0,9766152,Russia
WAN HENG 10,0,9978547,China
SI CHOU ZHI LU,563102900,9562350,Singapore
YONG XIANG 10,0,8554576,China
SHENG HANG HUA 1,413336530,9938999,China
BASARAN BAYRAK,271050749,9932165,Turkey
JIA YANG 6,0,8537188,China
HUA CHEN 288,0,8538883,China
GUANG FENG,0,8349995,China
ZHEJIANG SHENZHOU SUNSHINE SZ21073,0,9956719,Singapore
NING SHEN HAI YOU 7,0,8525862,China
UNITED VENTURE,0,9523471,Nigeria
JIAO YUN YOU 168,0,9890408,China
INDRABAS,0,9810460,Indonesia
DING HENG 21,413346120,9935521,China
ZHOU HAI YOU 79,0,8560991,China
YUAN FENG,0,8568838,China
NING SHEN HAI YOU 9,0,8525874,China
FUJIAN MAWEI MW509 2,0,9812066,Hong Kong
XIN FU YUAN 9,0,8525939,China
RUI YUN 9,0,9876579,China
HE HAI 7,0,8559875,China
STAKSEL 1,0,9824942,Russia
DONG TAI 16,0,9857793,China
JIN HANG YOU 68,0,9876268,China
JIA YUE XIAN FENG,0,9978212,China
ATEELA 1,422044800,9548990,Iran
ZHEJIANG SHENZHOU SUNSHINE SZ21076,0,9956733,Singapore
HUA CHEN 56,0,8554681,China
XIN KANG JIN,0,9944601,China
HENG FA 16,0,8525707,China
HERCULES SUN,256173000,9916147,Malta
BAI TONG 9,0,9885520,China
SU RUI 199,414493000,9900174,China
PEARL KHAOYAI,0,9935703,Singapore
JI XIANG 6,0,8538766,China
JAOHAR A,341272000,9438200,St Kitts & Nevis
JIN LUN 12,0,8554071,China
SHOKAI,0,9940710,Panama
PORT NEWS,273295620,9884150,Russia
XIANG HONG 59,0,9876555,China
HONG DA YOU 8,0,8554564,China
JING HANG NENG YUAN 09,0,9956783,China
HE PING ZHI LU,0,9556741,Sri Lanka
ZHONG DA YOU 36,0,8559605,China
BANG YANG 7,0,9890460,China
CHONGQING CHUANDONG HT0194,0,9936018,China
XIN WEN JIN,0,8526127,China
LI HUA 16,0,8538089,China
ZHEN XING YOU 126,0,8538845,China
WOO HWANG,440068000,9947861,Korea
MARINE XENA,565880000,9438195,Singapore
CHANG FENG YOU 9,0,8535714,China
WUHU W1935,0,9935545,China
BAO DE 8120,0,9940916,China
NING YANG YOU 9,0,9953028,China
KANG JIN HAO,413364490,8536213,China
PETRO CELINE,548250100,9394337,Philippines
XIN HANG 701,0,8554007,China
GASCHEM ODYSSEY,636093034,9919840,Liberia
JIN WANG YOU 18,0,8538364,China
FUJIAN MAWEI MW509 1,0,9812054,Hong Kong
DA HAI YOU 15,0,9948061,China
ZHEJIANG SHENZHOU SUNSHINE SZ21075,0,9956721,Singapore
CHANG FENG YOU 16,0,8525458,China
PEARL KARUIZAWA,0,9935698,Singapore
XIN LIAN 9,0,9959670,China
SH VENUS,352001353,9934436,Panama
MING FENG 9,0,9941908,China
SH OLIVIA,352001381,9934448,Panama
GANG SHENG,0,8531249,China
HUA YOU 158,0,9915612,China
DING HENG 22,0,9935533,China
NING SHEN HAI YOU 8,0,8559540,China
HUA JUN YOU 159,0,8525721,China
CHENG LANG 16,0,9871892,China
ZHEJIANG SHENZHOU SUNSHINE SZ21072,0,9956707,Singapore
XIN KE 15,0,8538730,China
SHENG YOU 235,0,8553467,China
FRANCOIS,353823000,9907782,Panama
ATEELA 2,422044900,9549009,Iran
KUN XIANG 2,0,8559899,China
SURABAYA DOK 18613,0,9885881,Indonesia
HANG HAI JIA 369,0,9978171,China
GUO YANG 177,0,9876505,China
RONG JIN ZHI LU,563105600,9560986,Singapore
RIVER PORT,0,9884162,Russia
TAIXING GANGHUA GHCY 7500 05,0,9610315,Luxembourg
CS BREEZE,352001217,9940291,Panama
SHENG YOU 237,0,9876567,China
HAI HUI,0,8550075,China
ZHE YOU 8,0,8351584,China
YUN TONG 198,0,9859088,China
CHANG FENG YOU 12,0,8530362,China
HAI XIN YOU 606,413441490,8563773,China
CHANG FENG YOU 8,0,8553493,China
CHANG HANG YOU 188,0,9902483,China
DONG A T92 01,0,9626833,Vietnam
YUAN XIANG YOU 3,0,9978157,China
PEARL KATE,563167400,9935686,Singapore
HE HAI 8,0,8537839,China
XIN HANG 991,0,9963102,China
SHOYU,352001132,9930741,Panama
OPTIMUS,275525000,9870472,Latvia
ESSENCE,563132900,9910997,Singapore
NINGBO XINLE,0,9841457,China
NINGBO XINLE,0,9841495,China
HERCULES STAR,229440000,9916135,Malta
SASAKI 718,0,9931862,Antigua & Barbuda
HANTONG CNG 001,525112002,9762039,Indonesia
YOU PIN 2,0,9959632,China
JIN HAI HAN,413348480,9918949,China
DAMEN YICHANG 623103,0,9953822,China
NINGBO XINLE,0,9841469,China
NINGBO XINLE,0,9841483,China
CHANG FENG YOU 11,0,8531718,China
XING TONG 79,413346790,9948669,China
ZHEJIANG XINLE XL 180,0,9841421,Hong Kong
YOU PIN 1,0,9890006,China
CHI XUN 168,0,9916020,China
SHENG YOU 236,0,9849837,China
JM SUTERA 9,533132217,9892468,Malaysia
MAO HUA 6,0,9902495,China
NINGBO XINLE,0,9841500,China
ZHEJIANG XINLE XL 181,0,9841433,Hong Kong
HONG RUN 66,0,9966178,China
NINGBO XINLE,0,9841445,China
HE LIAN YOU 17,0,8525692,China
ZHEN YANG 28,0,8676568,China
BWEK BORNHOLM,256110000,9947029,Malta
DA HAI YOU 15,0,9948061,China
HAI DE YOU 9,0,8537152,China
NINGBO XINLE,0,9841512,China
YONG FENG DA 77,0,8538754,China
BOOMERANG GAS,0,9931850,Antigua & Barbuda
CHALLAH,242178400,9933913,Morocco
NAUTICA MERSING 2,0,9926166,Malaysia
NINGBO XINLE,0,9841471,China
EPITOME,563130300,9910973,Singapore
JIAN QIAO 111,0,8538467,China
HENG TAI,0,9969302,China
XINSHUN XS 0705,0,9424467,Greece
GUO HONG 17,0,8560185,China
SHENG JIANG 66,0,9746293,China
HONG ZHI 88,0,8525642,China
DONG GUI 177,0,9948085,China
FU ZHEN,0,9857602,China
YI CHENG 19,0,9978183,China
XINSHUN XS 0707,0,9424481,Greece
KURINOURA 455,0,9930832,Panama
HAI YOU 29,0,9966192,China
KRASNOYE SORMOVO 06 010,0,9439486,Kazakhstan
ISTTEST,271999998,9876543,Turkey
SUN NEPTUNE,352001456,9942847,Panama
LIAN HAI 902,0,9948073,China
SHENG JIANG 88,0,9920394,China
ZHENG XIN 2021,0,9953195,China
XING TONG 729,0,9972907,China
HUA FU YOU 3,0,9963097,China
XU YANG 17,0,8559538,China
YI CHENG 16,0,9896476,China
ZHENG XIN 2022,0,9980215,China
BAO FENG HUA 1,413384960,9948059,China
XINSHUN XS 0706,0,9424479,Greece
POLI 244,0,9391012,Unknown
HAI ZHI XING 998,0,9655274,China
JIAN QIAO 112,0,8538596,China
CHANG FENG YOU 18,0,9857559,China
XINYANGZI409,229754000,9880386,Malta
HUA HANG 366,0,9896359,China
JIANGZHOU UNION JZ105253,0,9689122,Unknown
HE SHUN 17,0,9912268,China
CHI XUN 169,0,8538522,China
GANG SHUN,0,9935404,China
XING HANG 22,0,9658018,China
QING HAI YOU 66,0,9944613,China
MIYOSHI 407,0,9554365,Panama
DA HAI YOU 17,0,9658020,China
HANG HAI YOU 15,0,8538962,China
JIAN QIAO 902,0,9935416,China
AVENIR ASCENSION,215903000,9868974,Malta
AVENIR ASPIRATION,215902000,9868962,Malta
HUA SHUN 398,0,9885477,China
OCEAN TUNA,0,9828027,Singapore
SHENG YOU 238,0,9909962,China
PHA RUNG PI 1003,0,9482160,Marshall Islands
YI CHENG 18,0,9953016,China
FUJIAN MAWEI MW511 10,0,9849980,Singapore
HUA SHUN 298,0,8525757,China
MARIE,563134900,9912880,Singapore
FUJIAN MAWEI MW511 9,0,9849978,Singapore
HANYU AZALEA,636021829,9940681,Liberia
OCEAN GAR,0,9828003,Singapore
SHENG YOU 251,0,9931745,China
JI SHUN 168,0,9960057,China
YONG SHENG YOU 37,0,9978200,China
FUJIAN MAWEI MW511 8,0,9849966,Singapore
BAKU H113,0,9881471,Azerbaijan
HAO LAI JI XIANG,0,9962861,China
KHOSHBAKHTYUSIFZADEH,423510100,9881469,Azerbaijan
CHEMICAL FRONTIER,0,9940734,Marshall Islands
WUCHANG,0,9868390,Italy
JIANGZHOU UNION JZ105253,0,9689122,Unknown
ZHEJIANG SHENZHOU SUNSHINE SZ15040,0,9828015,Unknown
FUJIAN MAWEI MW511 7,0,9849954,Singapore
HAI SHENG 22,0,9962897,China
MIN YOU SHI HUA,0,9980241,China
XIN AO PU TUO HAO,413282560,9870628,China
ALCOCK ASHDOWN 253,0,9387516,Unknown
NENG YUAN 12,0,9902471,China
HENG FA 18,0,9963114,China
CHEMICAL RANGER,0,9940746,Marshall Islands
JIN SHUN YOU 29,0,9921398,China
SHENG YOU 239,0,9931733,China
SHENG YOU 238,0,9909962,China
SM JEJU LNG1,351605000,9830745,Panama
HONG LI,413293310,9909613,China
HONG ZHI 16,0,8554875,China
YONG SHENG 17,0,8797659,China
SHENG HANG 002,0,9954515,China
JIN HAI YING,477811600,9907122,Hong Kong
SOUTHERN BELUGA,636021712,9939993,Liberia
JIN HAI ZHOU,477856200,9907134,Hong Kong
JIAO YUN YOU 8,0,8555312,China
JIN SHUN YOU 19,0,9896438,China
CUI ZHOU,0,9045027,China
NING HUA 432,413343290,9885233,China
KUN HE YOU 77,0,9923889,China
LU TAI 11,0,9955301,China
ISLAS ORCADAS,0,5164978,Argentina
SM JEJU LNG2,374333000,9830757,Panama
ASSIMI III,0,5360285,Liberia
FUJIAN SOUTHEAST DN15600 1,0,9955193,China
MALTA,0,9652715,Netherlands
ELINE,0,9652727,Netherlands
RP BASEL,0,9802853,Switzerland
SKAGEN,0,9850630,Netherlands
IZAR,0,9806469,Germany
AYASOFYA,0,9816048,Germany
ANVERSA,0,9666352,Belgium
TRIPOLIS,0,9838175,Belgium
JANINA R,0,9823340,Germany
TARGA,0,9817755,Netherlands
ELVIRE,0,9806471,Germany
RP BRUGGE,0,9568550,Switzerland
LILASTE,0,8846876,Russia
MANOUK,0,9280952,Netherlands
WILSON,0,9309071,Germany
GALAPAGOS,0,9249879,Germany
THEODORUS JOHAN,0,9372030,Netherlands
MT ORTAKOY1,657136300,6919746,Nigeria
SOMTRANS XXIV,0,9588043,Netherlands
JEANINE,0,9484106,Netherlands
MANOUK III,0,9496410,Netherlands
GREVELINGEN,0,9585613,Netherlands
CHAMISA D,0,9444297,Netherlands
INTENSITY,0,9326184,Netherlands
TYRO,0,9483853,Unknown
VIRAYA,0,9584956,Netherlands
MARJON,0,9636474,Netherlands
VISIOEN,0,9316529,Netherlands
DINARA,0,9592317,Netherlands
SOMTRANS XVIII,0,9372808,Netherlands
BOLERO IV,0,9455222,Netherlands
VLAARDINGEN,0,9368560,Netherlands
RP BIRSFELDEN,0,9533256,Switzerland
MANUEL,0,9459929,Germany
AQUANAUTIC,0,9484156,Netherlands
STOLT RHINE,0,9617052,Netherlands
ARCTIC,0,9345477,Netherlands
ROZALINDE,0,9282182,Netherlands
INCUBATOR,0,9617040,Netherlands
PROCYON,0,9445928,Netherlands
AQUATEAM,0,9896139,Netherlands
FORENS II,0,9385312,Netherlands
MISTRAL,0,9326665,France
BARONES,0,9810800,Netherlands
HANS NICO,0,9453420,Netherlands
VOERENDAAL,0,9572628,Netherlands
ELISABETH JAEGERS,0,8647177,Germany
NICOLE II,0,9479539,Germany
ATLANTIC PROGRESS,0,9484118,Netherlands
MARIE LOUISE,0,9309784,Netherlands
ADMIRAL,0,9431355,Netherlands
JADE,0,9306081,Netherlands
ALASKA,0,9582908,Unknown
BANCO,0,9612222,Belgium
SYNERGY,0,9581215,Netherlands
VALENCIA,0,9369435,Netherlands
RO VER,0,9584944,Netherlands
VOYAGER,0,9562324,Unknown
VEENINGEN,0,9562506,Netherlands
NANCY,0,9546277,Switzerland
SPEELMAN,0,9484182,Netherlands
WATERPOORT,0,9607617,Netherlands
PAGANINI,0,9445930,Belgium
SVENJA REICH,0,9308273,Germany
NICOLE,0,8523113,Switzerland
VIRAGE,0,9430882,Netherlands
PIZ BERNINA,0,8857370,Germany
VENTRANS II,0,9554224,Netherlands
CANFORD,0,9884564,Netherlands
RHODY,0,9279185,Netherlands
SOMTRANS XXV,0,9615963,Netherlands
VEKA 903,0,9733179,Netherlands
AMULET,0,9596387,Netherlands
PILATOR,0,9345489,Germany
AQUILON,0,9341158,France
ORANJE NASSAU 4,0,9249037,Netherlands
VICI,0,9549918,Netherlands
ERLENHOF,0,9289582,Germany
JONGERT,0,9455208,Netherlands
ATLANTIC POWER,244670062,9368534,Netherlands
VANQUISH,0,9430911,Netherlands
PANAMAX,0,9334583,Netherlands
SOVEREIGN,0,9367023,Netherlands
CARPE AURORAM,0,9309083,Netherlands
PHILOS,0,9572290,Netherlands
ALPHA,0,9350953,Netherlands
IRMGARD GERHARDT,0,8643884,Germany
FREDERIKA,0,9614737,Netherlands
CONCENTUS,0,9468578,Switzerland
VECTURA,0,9384708,Netherlands
STOLT FILIA,0,9582893,Netherlands
VALLESIA,0,9313591,Netherlands
ADVENTURE,0,9908786,Netherlands
BIRJO 2,0,9329368,Belgium
PROTEUS,0,9331385,Belgium
PROMOTION,0,9494436,Netherlands
ALPHEUS,0,9267869,Netherlands
ZUGERSEE,0,9345465,Netherlands
GALIYA,0,9577680,Netherlands
MACAN,0,9267467,Belgium
CAYMAN,0,9309100,Belgium
FIDELITY,0,9637181,Netherlands
SOMTRANS XX,0,9571234,Netherlands
VOLANTE,0,9430894,Netherlands
VALENTINO,0,9899662,Netherlands
ORANJE NASSAU III,0,9400332,Netherlands
ORANJE NASSAU II,0,9491161,Netherlands
ATLANTIS,0,9263849,Netherlands
ATLANTIC PRIDE,244670063,9368558,Netherlands
VEERMAN,0,9431989,Netherlands
OLGA CAROLINE,0,9645346,Netherlands
EXPERTA,0,9518270,Netherlands
HILLEGERSBERG,0,9308302,Netherlands
OLYMPIC,0,9326691,Netherlands
FATIMA,0,9280938,Switzerland
SERANO,0,9489766,Unknown
EUROSTAR,0,9572771,Belgium
SOMTRANS XV,0,9564700,Luxembourg
RO VER,0,9855197,Netherlands
LA PAREJA,0,9484144,Netherlands
PROGRESS,0,9384722,Netherlands
PATRICIA,0,9453432,Netherlands
YOURI,0,9280419,Netherlands
VORSTENBOSCH,0,9484132,Netherlands
SAVONA,0,9533311,Netherlands
EILTANK 232,0,8647165,Germany
BOHEMIA,0,9245366,Germany
DORTSMAN II,0,8663418,Netherlands
PROVIDER,0,9637571,Netherlands
NOORDSTER,0,9484091,Netherlands
CHICAGO,0,9554274,Netherlands
DEJA,0,9309796,Netherlands
AGNIETA W,0,9911264,Netherlands
CHARLOTTE,0,9286188,Netherlands
ANTWERPEN,0,9881809,Netherlands
RP ZURICH,0,9517123,Switzerland
MANOUK 2,0,9431991,Netherlands
CYRANO,0,9582934,Belgium
SENSATION,0,9882126,Netherlands
CURRENCY,0,9308297,Netherlands
CURIE,0,8643626,Netherlands
VIDI,0,9549736,Netherlands
MARMARA,0,9636979,Netherlands
BOLERO V,0,9554250,Netherlands
NOMADISCH III,0,9588031,Netherlands
SOMTRANS XIV,0,9369019,Netherlands
HOLLANDS DIEP,0,9350965,Netherlands
WILLEM SR.,0,9350941,Netherlands
BEAUFORT,0,9374961,Switzerland
EMENDO,0,9309095,Netherlands
RAINBOW,0,9384693,Netherlands
REINIE,0,9645334,Netherlands
OASE,0,9577692,Netherlands
SPICA,0,9864930,Germany
SOMTRANS VII,0,8643846,Netherlands
MESSINA,0,9652703,Netherlands
MARION,0,8643614,Germany
AMBAR,0,6423125,Unknown
ANTHONY,0,8678102,Unknown
BANZYSTAD,0,9584279,Netherlands
KALAHARI,0,9602241,Netherlands
SERVIO,0,9921178,Netherlands
JUSTINA,0,9602083,Netherlands
EENHOORN,0,9249867,Netherlands
ARMADA,0,9911305,Belgium
DE JONGE 82,0,9714123,Netherlands
DUTCH PRADA,0,9496422,Netherlands
LAZIO,0,9309045,Netherlands
LOTUS,0,9312298,Netherlands
BREJPOTT,0,8326802,Unknown
VAN DYCK,0,9882176,Germany
FANTOOM,0,9432000,Netherlands
COMMANDER,0,9387308,Netherlands
SOMTRANS XXXII,0,9648922,Netherlands
EUPHORY,0,9637179,Unknown
PAULINA,0,8720266,Netherlands
SIBO,0,9453468,Unknown
MIRACLE,0,8936827,Cambodia
PENDOLARI,0,9920095,Netherlands
VOPAK.PACEAS,0,8646252,Netherlands
MICHAELANGELO,0,9416173,Netherlands
THEODELA V,0,9914280,Belgium
NOORDZEE,0,9334595,Netherlands
NOVAMENTE,0,9309746,Netherlands
ORANJE NASSAU V,0,9870771,Netherlands
ALPHA 3,0,9430923,Netherlands
DIMO,0,7737456,Unknown
STANLEYSTAD,0,9313618,Belgium
GIBRALTAR,0,9899911,Netherlands
CASTOR,0,9576935,Netherlands
ATLANTIC PRESTIGE,0,9602265,Netherlands
CHIMO,0,9809710,Netherlands
ROJAS,0,9484120,Netherlands
LUANA,0,9455351,Unknown
SANTOS,0,9896127,Belgium
INTERMEZZO,0,9384758,Netherlands
JOWI,0,9517173,Netherlands
SANTIAGO,0,9896115,Belgium
ERIK WALTHER,0,9816050,Germany
ROSSINI,0,9554262,Belgium
SAINTY JIANGDU 07STIG168,0,9580716,Netherlands
POUWEL S,0,9503823,Netherlands
INNOVATIE III,0,7621396,Unknown
VANCOUVER,0,9373955,Netherlands
CALCIT 1,0,7436143,Netherlands
DESPERADO,0,9489778,Netherlands
BRUNELLO,0,9905239,Netherlands
ANCONA,0,9533309,Unknown
SCHLOSS KATHARINEN,0,9904302,Germany
REMBRANDT,0,9809722,Germany
AVENTURA,0,9562221,Netherlands
TRICOLORE,0,9328261,Netherlands
ISTOROMI,0,9322372,Netherlands
BASTEI,0,8644010,Germany
SIRIUS,0,9185011,Netherlands
RP ZUG,0,9517111,Switzerland
DOMINICA,0,9797096,Netherlands
BRITANIC,0,9384734,Luxembourg
THALASSA II,0,9882138,Belgium
TADORNA,0,8857344,Belgium
NEVADA,0,9821483,Netherlands
PERSEUS,0,9286164,Belgium
CONCENTUS II,0,9280926,Switzerland
PAMIR,0,9267883,Belgium
EVENTUS,0,9908827,Netherlands
BONOVA,0,9384681,Netherlands
MAASVALLEI,0,9911317,Netherlands
OOSTZEE,0,8976401,Netherlands
THEODELA MTS,0,9308285,Belgium
VENI,0,9455337,Netherlands
VALSINNI,0,9455325,Netherlands
MARINIER,0,9324758,Netherlands
HANGZHOU DONGFENG 2002 23,0,9306108,Unknown
SOLUTION,0,9489754,Netherlands
LOBELIA,0,9843235,Germany
VEKA B2077,0,9496537,Netherlands
SCHOTSMAN,0,9655200,Netherlands
ORANJE NASSAU VI,0,9870408,Netherlands
CURACAO,0,9636890,Netherlands
SPYDER,0,9853319,Belgium
SERENITY,0,9186807,Unknown
TESSA,0,9845477,Netherlands
ATLANTIC PIONEER,0,9368546,Netherlands
ARISTOTEL,0,8643652,Romania
TEAMCO 1039,0,9692868,Netherlands
MTS.MART,0,9720330,Netherlands
JAIMY V,0,9483865,Unknown
EMMA,0,9887176,Belgium
VACANDO,0,9905796,Netherlands
REZOVAR,0,9503835,Netherlands
MONEYMAKER,0,9707077,Netherlands
SALUDO,0,9908516,Netherlands
VOPAK.KEPLER,0,8643597,Netherlands
COMUS 2,0,9405760,Switzerland
ATLANTIC SUPPLIER,0,8326876,Netherlands
PRINSES,0,9911185,Netherlands
CARPE NOCTEM,0,9384746,Netherlands
LOUISA,0,9809461,Germany
PANAMERA,0,9669691,Belgium
GRIFFIOEN,0,9832066,Germany
MAX PLANCK,0,8643602,Netherlands
DIANE,0,9585675,Netherlands
MARSJA,0,9586265,Netherlands
ESCAPE,0,9329514,Netherlands
DECHELLE,0,9483839,Unknown
MARCONI,0,7362744,Unknown
RP ANTWERPEN,0,9279173,Switzerland
CARRERA,0,9313541,Belgium
VEKA 6007,0,9533270,Netherlands
PROVIDER,0,9866835,Netherlands
VEKA 904,0,9733181,Netherlands
SANTORINI,0,9416197,Belgium
VALIENTE,0,9614725,Germany
UVIRASTAD,0,9906972,Switzerland
BONAIRE,0,9653800,Netherlands
DORTSMAN,0,9847592,Netherlands
KARBOUW,0,9286176,Netherlands
SAINTY JIANGDU 07STIG184,0,9580728,Netherlands
